encounter_id,gold_word,whisper_word,confidence,error_type,is_error,tier,error_category
D2N001,i'm,And,0.9245726466178894,substitution,1,1.0,unrelated_substitution
D2N001,definitely,definitely,0.3218185901641845,correct,0,1.0,correct
D2N001,more,more,0.9953125715255736,correct,0,1.0,correct
D2N001,of,of,0.9741782546043396,correct,0,1.0,correct
D2N001,a,a,0.997802197933197,correct,0,1.0,correct
D2N001,fall,fall,0.8500488996505737,correct,0,1.0,correct
D2N001,person,person.,0.938542664051056,correct,0,1.0,correct
D2N001,yes,"Yes,",0.9680739641189576,correct,0,1.0,correct
D2N001,fall,"fall,",0.9219410419464112,correct,0,1.0,correct
D2N001,foliage,foliage,0.940177321434021,correct,0,1.0,correct
D2N001,is,is,0.9246940612792968,correct,0,1.0,correct
D2N001,the,the,0.998235821723938,correct,0,1.0,correct
D2N001,best,best.,0.9988014698028564,correct,0,1.0,correct
D2N001,yeah,Yet,0.9366031885147096,substitution,1,1.0,phonetic_substitution
D2N001,um,"um,",0.4837062656879425,correct,0,1.0,correct
D2N001,so,so,0.986033856868744,correct,0,1.0,correct
D2N001,tell,tell,0.996761918067932,correct,0,1.0,correct
D2N001,me,me,0.9981495141983032,correct,0,1.0,correct
D2N001,how,how,0.7440659999847412,correct,0,1.0,correct
D2N001,are,are,0.9804891347885132,correct,0,1.0,correct
D2N001,you,you,0.9964337348937988,correct,0,1.0,correct
D2N001,doing,doing,0.9961835741996764,correct,0,1.0,correct
D2N001,with,with,0.991156816482544,correct,0,1.0,correct
D2N001,the,the,0.9874789714813232,correct,0,1.0,correct
D2N001,congestive,contestive,0.4230757225304842,substitution,1,1.0,phonetic_substitution
D2N001,heart,"heart,",0.6582027077674866,correct,0,1.0,correct
D2N001,failure,failure.,0.9739011526107788,correct,0,1.0,correct
D2N001,how,How,0.9904701709747314,correct,0,1.0,correct
D2N001,are,are,0.996764063835144,correct,0,1.0,correct
D2N001,you,you,0.9978917241096495,correct,0,1.0,correct
D2N001,doing,doing,0.989426612854004,correct,0,1.0,correct
D2N001,watching,watching,0.97030907869339,correct,0,1.0,correct
D2N001,your,your,0.966144323348999,correct,0,1.0,correct
D2N001,diet,diet?,0.788972795009613,correct,0,1.0,correct
D2N001,i,I,0.9953369498252868,correct,0,1.0,correct
D2N001,know,know,0.9980610013008118,correct,0,1.0,correct
D2N001,we've,we've,0.8919946253299713,correct,0,1.0,correct
D2N001,talked,talked,0.9899889230728148,correct,0,1.0,correct
D2N001,about,about,0.9984398484230042,correct,0,1.0,correct
D2N001,watching,watching,0.9942829608917236,correct,0,1.0,correct
D2N001,a,a,0.910932183265686,correct,0,1.0,correct
D2N001,low,low,0.8885621428489685,correct,0,1.0,correct
D2N001,sodium,sodium,0.8058151006698608,correct,0,1.0,correct
D2N001,diet,diet.,0.998593270778656,correct,0,1.0,correct
D2N001,are,Are,0.0763074830174446,correct,0,1.0,correct
D2N001,you,you,0.9874901175498962,correct,0,1.0,correct
D2N001,doing,doing,0.9949530959129332,correct,0,1.0,correct
D2N001,okay,okay,0.8486603498458862,correct,0,1.0,correct
D2N001,with,with,0.9978129863739014,correct,0,1.0,correct
D2N001,that,that?,0.9981794357299804,correct,0,1.0,correct
D2N001,i've,I've,0.8798413276672363,correct,0,1.0,correct
D2N001,been,been,0.9974209070205688,correct,0,1.0,correct
D2N001,doing,doing,0.9950801134109496,correct,0,1.0,correct
D2N001,well,well,0.9979742169380188,correct,0,1.0,correct
D2N001,with,with,0.9917987585067748,correct,0,1.0,correct
D2N001,that,that.,0.9902939796447754,correct,0,1.0,correct
D2N001,i,I,0.9941067695617676,correct,0,1.0,correct
D2N001,resisted,resisted,0.9903843402862548,correct,0,1.0,correct
D2N001,as,as,0.9802071452140808,correct,0,1.0,correct
D2N001,much,much,0.9993093013763428,correct,0,1.0,correct
D2N001,as,as,0.9925901889801024,correct,0,1.0,correct
D2N001,i,I,0.997073769569397,correct,0,1.0,correct
D2N001,could,could,0.996970534324646,correct,0,1.0,correct
D2N001,from,from,0.965057373046875,correct,0,1.0,correct
D2N001,the,the,0.9942665696144104,correct,0,1.0,correct
D2N001,tater,tater,0.8107301592826843,correct,0,1.0,correct
D2N001,tots,tots,0.8728449940681458,correct,0,1.0,correct
D2N001,you,you,0.245746910572052,correct,0,1.0,correct
D2N001,know,know,0.995972454547882,correct,0,1.0,correct
D2N001,the,the,0.936029016971588,correct,0,1.0,correct
D2N001,soft,soft,0.976298213005066,correct,0,1.0,correct
D2N001,pretzels,"presoles,",0.4449933767318725,substitution,1,1.0,phonetic_substitution
D2N001,the,the,0.9936426877975464,correct,0,1.0,correct
D2N001,salty,salty,0.9434793591499328,correct,0,1.0,correct
D2N001,foods,foods,0.9832446575164796,correct,0,1.0,correct
D2N001,that,that,0.8882377743721008,correct,0,1.0,correct
D2N001,i,I,0.997438907623291,correct,0,1.0,correct
D2N001,i,,,deletion,1,1.0,omission
D2N001,love,love,0.786582350730896,correct,0,1.0,correct
D2N001,to,to,0.998357594013214,correct,0,1.0,correct
D2N001,eat,eat.,0.9992225170135498,correct,0,1.0,correct
D2N001,and,And,0.9395434260368348,correct,0,1.0,correct
D2N001,i've,I've,0.8410389721393585,correct,0,1.0,correct
D2N001,been,been,0.9982020854949952,correct,0,1.0,correct
D2N001,doing,doing,0.997801959514618,correct,0,1.0,correct
D2N001,a,a,0.9972813129425048,correct,0,1.0,correct
D2N001,really,really,0.9931166172027588,correct,0,1.0,correct
D2N001,good,good,0.9988430738449096,correct,0,1.0,correct
D2N001,job,job.,0.5369662046432495,correct,0,1.0,correct
D2N001,okay,"Okay,",0.4543210864067077,correct,0,1.0,correct
D2N001,all,all,0.5893004536628723,correct,0,1.0,correct
D2N001,right,right.,0.9989823698997498,correct,0,1.0,correct
D2N001,well,Well,0.9857454299926758,correct,0,1.0,correct
D2N001,i'm,I'm,0.4837007820606231,correct,0,1.0,correct
D2N001,glad,glad,0.9936923980712892,correct,0,1.0,correct
D2N001,to,to,0.9977692365646362,correct,0,1.0,correct
D2N001,hear,hear,0.9989022016525269,correct,0,1.0,correct
D2N001,that,that.,0.9992257356643676,correct,0,1.0,correct
D2N001,and,And,0.9807012677192688,correct,0,1.0,correct
D2N001,you're,you're,0.9569224417209624,correct,0,1.0,correct
D2N001,taking,taking,0.9982638955116272,correct,0,1.0,correct
D2N001,your,your,0.9927293658256532,correct,0,1.0,correct
D2N001,medication,medication.,0.9078958630561828,correct,0,1.0,correct
D2N001,yes,"Yes,",0.925189971923828,correct,0,1.0,correct
D2N001,okay,"okay,",0.9367007613182068,correct,0,1.0,correct
D2N001,good,good.,0.9807983040809632,correct,0,1.0,correct
D2N001,and,And,0.989791989326477,correct,0,1.0,correct
D2N001,any,any,0.9181020259857178,correct,0,1.0,correct
D2N001,symptoms,symptoms,0.9993333220481871,correct,0,1.0,correct
D2N001,like,like,0.9667864441871644,correct,0,1.0,correct
D2N001,chest,chest,0.9725232124328612,correct,0,1.0,correct
D2N001,pains,"pains,",0.5665832161903381,correct,0,1.0,correct
D2N001,shortness,shortness,0.9914507269859314,correct,0,1.0,correct
D2N001,of,of,0.997850775718689,correct,0,1.0,correct
D2N001,breath,"breath,",0.9841356873512268,correct,0,1.0,correct
D2N001,any,any,0.8742201924324036,correct,0,1.0,correct
D2N001,swelling,swelling,0.994592010974884,correct,0,1.0,correct
D2N001,in,in,0.9864960312843324,correct,0,1.0,correct
D2N001,your,your,0.9988393187522888,correct,0,1.0,correct
D2N001,legs,legs.,0.9949350953102112,correct,0,1.0,correct
D2N001,no,"No,",0.3079886138439178,correct,0,1.0,correct
D2N001,not,not,0.9773088097572328,correct,0,1.0,correct
D2N001,that,that,0.9672118425369264,correct,0,1.0,correct
D2N001,i've,I've,0.9481538236141204,correct,0,1.0,correct
D2N001,noticed,noticed.,0.9931788444519044,correct,0,1.0,correct
D2N001,okay,"Okay,",0.1037880256772041,correct,0,1.0,correct
D2N001,all,all,0.6360533237457275,correct,0,1.0,correct
D2N001,right,right.,0.9985975623130798,correct,0,1.0,correct
D2N001,and,And,0.9752257466316224,correct,0,1.0,correct
D2N001,then,then,0.9898770451545716,correct,0,1.0,correct
D2N001,in,in,0.6490043997764587,correct,0,1.0,correct
D2N001,terms,terms,0.9987938404083252,correct,0,1.0,correct
D2N001,of,of,0.9979689717292786,correct,0,1.0,correct
D2N001,your,your,0.9938923120498656,correct,0,1.0,correct
D2N001,depression,"depression,",0.9700409770011902,correct,0,1.0,correct
D2N001,i,I,0.998306155204773,correct,0,1.0,correct
D2N001,know,know,0.9984214305877686,correct,0,1.0,correct
D2N001,that,that,0.9879484176635742,correct,0,1.0,correct
D2N001,we,we,0.9987723231315612,correct,0,1.0,correct
D2N001,tried,tried,0.936514139175415,correct,0,1.0,correct
D2N001,to,to,0.999030828475952,correct,0,1.0,correct
D2N001,stay,stay,0.9979094862937928,correct,0,1.0,correct
D2N001,off,off,0.9960403442382812,correct,0,1.0,correct
D2N001,of,of,0.9974398612976074,correct,0,1.0,correct
D2N001,medication,medication,0.905113160610199,correct,0,1.0,correct
D2N001,in,in,0.9693454504013062,correct,0,1.0,correct
D2N001,the,the,0.9988223910331726,correct,0,1.0,correct
D2N001,past,past,0.9997321963310242,correct,0,1.0,correct
D2N001,because,because,0.9463185667991638,correct,0,1.0,correct
D2N001,you're,you're,0.8700707256793976,correct,0,1.0,correct
D2N001,on,on,0.9168330430984496,correct,0,1.0,correct
D2N001,medications,medications,0.952156901359558,correct,0,1.0,correct
D2N001,for,for,0.9250207543373108,correct,0,1.0,correct
D2N001,your,your,0.9942066669464112,correct,0,1.0,correct
D2N001,other,other,0.9973581433296204,correct,0,1.0,correct
D2N001,problems,problems.,0.9979692101478576,correct,0,1.0,correct
D2N001,how,How,0.977418839931488,correct,0,1.0,correct
D2N001,are,are,0.9976325035095216,correct,0,1.0,correct
D2N001,you,you,0.9986534118652344,correct,0,1.0,correct
D2N001,doing,doing?,0.9986572265625,correct,0,1.0,correct
D2N001,and,And,0.970711588859558,correct,0,1.0,correct
D2N001,i,I,0.9959751963615416,correct,0,1.0,correct
D2N001,know,know,0.9994370341300964,correct,0,1.0,correct
D2N001,that,that,0.9939993619918824,correct,0,1.0,correct
D2N001,you,you,0.9982471466064452,correct,0,1.0,correct
D2N001,enrolled,enrolled,0.8059366941452026,correct,0,1.0,correct
D2N001,into,into,0.9693798422813416,correct,0,1.0,correct
D2N001,therapy,therapy.,0.9088537096977234,correct,0,1.0,correct
D2N001,is,Is,0.9920231103897096,correct,0,1.0,correct
D2N001,that,that,0.9787899851799012,correct,0,1.0,correct
D2N001,helping,helping?,0.9970651268959044,correct,0,1.0,correct
D2N001,or-,Or,0.9521076083183287,correct,0,1.0,correct
D2N001,yeah,yet,0.6185706257820129,substitution,1,1.0,phonetic_substitution
D2N001,it's,it's,0.8043084740638733,correct,0,1.0,correct
D2N001,been,been,0.9988412261009216,correct,0,1.0,correct
D2N001,helping,helping,0.997357189655304,correct,0,1.0,correct
D2N001,a,a,0.9975003600120544,correct,0,1.0,correct
D2N001,lot,lot?,0.9995330572128296,correct,0,1.0,correct
D2N001,i've,I've,0.334413431584835,correct,0,1.0,correct
D2N001,been,been,0.9947628378868104,correct,0,1.0,correct
D2N001,going,going,0.9812708497047424,correct,0,1.0,correct
D2N001,every,every,0.993815541267395,correct,0,1.0,correct
D2N001,week,week,0.9739857316017152,correct,0,1.0,correct
D2N001,um,,,deletion,1,1.0,omission
D2N001,for,for,0.3777807652950287,correct,0,1.0,correct
D2N001,the,the,0.988944411277771,correct,0,1.0,correct
D2N001,past,past,0.9992272853851318,correct,0,1.0,correct
D2N001,year,year,0.61601722240448,correct,0,1.0,correct
D2N001,since,since,0.9093429446220398,correct,0,1.0,correct
D2N001,my,my,0.974153220653534,correct,0,1.0,correct
D2N001,last,last,0.9974135756492616,correct,0,1.0,correct
D2N001,annual,annual,0.9608659744262696,correct,0,1.0,correct
D2N001,exam,exam.,0.9443899393081664,correct,0,1.0,correct
D2N001,and,And,0.96412992477417,correct,0,1.0,correct
D2N001,that's,that's,0.9767709076404572,correct,0,1.0,correct
D2N001,been,been,0.9610223174095154,correct,0,1.0,correct
D2N001,really,really,0.9907305836677552,correct,0,1.0,correct
D2N001,helpful,helpful,0.9949160814285278,correct,0,1.0,correct
D2N001,for,for,0.990750014781952,correct,0,1.0,correct
D2N001,me,me.,0.9958518743515016,correct,0,1.0,correct
D2N001,okay,"Okay,",0.364723801612854,correct,0,1.0,correct
D2N001,so,so,0.9921074509620668,correct,0,1.0,correct
D2N001,no,no,0.8759928345680237,correct,0,1.0,correct
D2N001,no,no,0.6643584370613098,correct,0,1.0,correct
D2N001,issues,"issues,",0.8973280191421509,correct,0,1.0,correct
D2N001,no,no,0.9985005855560304,correct,0,1.0,correct
D2N001,feelings,feelings,0.989012598991394,correct,0,1.0,correct
D2N001,of,of,0.9729040265083312,correct,0,1.0,correct
D2N001,wanting,wanting,0.9972010850906372,correct,0,1.0,correct
D2N001,to,to,0.9990039467811584,correct,0,1.0,correct
D2N001,harm,harm,0.9738207459449768,correct,0,1.0,correct
D2N001,yourself,yourself,0.9845251441001892,correct,0,1.0,correct
D2N001,or,or,0.9509739875793456,correct,0,1.0,correct
D2N001,hurt,hurt,0.9979495406150818,correct,0,1.0,correct
D2N001,others,others.,0.998927891254425,correct,0,1.0,correct
D2N001,no,No,0.7630794048309326,correct,0,1.0,correct
D2N001,nothing,nothing,0.8935362100601196,correct,0,1.0,correct
D2N001,like,like,0.9980266690254213,correct,0,1.0,correct
D2N001,that,that.,0.9991511106491088,correct,0,1.0,correct
D2N001,okay,"Hey,",0.7165989875793457,substitution,1,1.0,unrelated_substitution
D2N001,all,all,0.4012655317783355,correct,0,1.0,correct
D2N001,right,right.,0.9969419836997986,correct,0,1.0,correct
D2N001,and,And,0.9497956037521362,correct,0,1.0,correct
D2N001,then,then,0.9890296459197998,correct,0,1.0,correct
D2N001,in,in,0.8559165000915527,correct,0,1.0,correct
D2N001,terms,terms,0.9957784414291382,correct,0,1.0,correct
D2N001,of,of,0.995859444141388,correct,0,1.0,correct
D2N001,your,your,0.9934262037277222,correct,0,1.0,correct
D2N001,high,high,0.9914278388023376,correct,0,1.0,correct
D2N001,blood,"blood,",0.964716911315918,correct,0,1.0,correct
D2N001,pressure,"pressure,",0.9127301573753356,correct,0,1.0,correct
D2N001,i,I,0.9970216155052184,correct,0,1.0,correct
D2N001,know,know,0.9987576007843018,correct,0,1.0,correct
D2N001,that,that,0.9911367893218994,correct,0,1.0,correct
D2N001,you,you,0.9881211519241332,correct,0,1.0,correct
D2N001,and,and,0.5680727958679199,correct,0,1.0,correct
D2N001,i,I,0.9979786276817322,correct,0,1.0,correct
D2N001,have,have,0.9948421120643616,correct,0,1.0,correct
D2N001,kind,kind,0.9853095412254332,correct,0,1.0,correct
D2N001,of,of,0.9951188564300536,correct,0,1.0,correct
D2N001,battled,battled,0.9949664771556854,correct,0,1.0,correct
D2N001,in,in,0.289227694272995,correct,0,1.0,correct
D2N001,the,the,0.9754001498222352,correct,0,1.0,correct
D2N001,past,past,0.9991082549095154,correct,0,1.0,correct
D2N001,with,with,0.9461880326271056,correct,0,1.0,correct
D2N001,you,you,0.9395949840545654,correct,0,1.0,correct
D2N001,remembering,remembering,0.9163903594017028,correct,0,1.0,correct
D2N001,to,to,0.9894463419914246,correct,0,1.0,correct
D2N001,take,take,0.9972130656242372,correct,0,1.0,correct
D2N001,some,some,0.9940306544303894,correct,0,1.0,correct
D2N001,of,of,0.9888424873352052,correct,0,1.0,correct
D2N001,your,your,0.995496153831482,correct,0,1.0,correct
D2N001,blood,"blood,",0.9968063831329346,correct,0,1.0,correct
D2N001,pressure,pressure,0.9393996596336364,correct,0,1.0,correct
D2N001,medications,medications.,0.2200948745012283,correct,0,1.0,correct
D2N001,how,How,0.9065629243850708,correct,0,1.0,correct
D2N001,are,are,0.9898579716682434,correct,0,1.0,correct
D2N001,you,you,0.9973012804985046,correct,0,1.0,correct
D2N001,doing,doing,0.9859399795532228,correct,0,1.0,correct
D2N001,with,with,0.9920280575752258,correct,0,1.0,correct
D2N001,that,that?,0.9963175058364868,correct,0,1.0,correct
D2N001,i'm,I'm,0.8075728416442871,correct,0,1.0,correct
D2N001,still,still,0.9972338080406188,correct,0,1.0,correct
D2N001,forgetting,forgetting,0.9787907600402832,correct,0,1.0,correct
D2N001,to,to,0.9964550733566284,correct,0,1.0,correct
D2N001,take,take,0.9990009665489196,correct,0,1.0,correct
D2N001,my,my,0.9433050155639648,correct,0,1.0,correct
D2N001,blood,blood,0.991888701915741,correct,0,1.0,correct
D2N001,pressure,pressure,0.9444026947021484,correct,0,1.0,correct
D2N001,,or,0.4516731202602386,insertion,1,,insertion
D2N001,medication,medication.,0.9871804118156432,correct,0,1.0,correct
D2N001,and,And,0.947847306728363,correct,0,1.0,correct
D2N001,i've,I've,0.979814738035202,correct,0,1.0,correct
D2N001,noticed,noticed,0.8119461536407471,correct,0,1.0,correct
D2N001,when,when,0.5913621187210083,correct,0,1.0,correct
D2N001,work,work,0.9974644184112548,correct,0,1.0,correct
D2N001,gets,gets,0.9967741370201112,correct,0,1.0,correct
D2N001,more,more,0.9900541305541992,correct,0,1.0,correct
D2N001,stressful,"stressful,",0.9947295784950256,correct,0,1.0,correct
D2N001,my,my,0.99742329120636,correct,0,1.0,correct
D2N001,blood,blood,0.9997182488441468,correct,0,1.0,correct
D2N001,pressure,pressure,0.9968215227127076,correct,0,1.0,correct
D2N001,goes,goes,0.9978420734405518,correct,0,1.0,correct
D2N001,up,up.,0.9994638562202454,correct,0,1.0,correct
D2N001,okay,Obey.,0.3814139030873775,substitution,1,1.0,phonetic_substitution
D2N001,and,And,0.9683407545089722,correct,0,1.0,correct
D2N001,and,then,0.920320987701416,substitution,1,1.0,unrelated_substitution
